call_id,family,tier,model_id_sent,framing,n,trial_index,parse_status,word_index,word
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,6,supportive
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,7,analytical
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,8,multilingual
openai_nano_FA_N10_T08,openai,nano,gpt-5.4-nano-2026-03-17,A,10,8,clean,9,efficient
anthropic_haiku_FA_N1_T05,anthropic,haiku,claude-haiku-4-5,A,1,5,clean,0,helpful
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,0,helpful
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,1,concise
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,2,knowledgeable
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,3,adaptable
openai_mini_FA_N5_T10,openai,mini,gpt-5.4-mini-2026-03-17,A,5,10,clean,4,friendly
anthropic_haiku_FB_N1_T05,anthropic,haiku,claude-haiku-4-5,B,1,5,clean,0,helpful
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,0,helpful
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,1,concise
openai_mini_FA_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,3,0,clean,2,reliable
openai_full_FA_N1_T03,openai,full,gpt-5.4-2026-03-05,A,1,3,clean,0,helpful
google_flash_FA_N1_T07,google,flash,gemini-3-flash-preview,A,1,7,clean,0,versatile
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,0,chatgpt
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,1,ai assistant
openai_nano_FB_N3_T16,openai,nano,gpt-5.4-nano-2026-03-17,B,3,16,clean,2,conversational
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,0,helpful
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,1,concise
openai_nano_FA_N3_T09,openai,nano,gpt-5.4-nano-2026-03-17,A,3,9,clean,2,reliable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,0,curious
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,1,helpful
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,2,concise
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,3,adaptable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,4,analytical
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,5,friendly
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,6,reliable
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,7,calm
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,8,thoughtful
openai_mini_FA_N10_T00,openai,mini,gpt-5.4-mini-2026-03-17,A,10,0,clean,9,precise
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,0,curious
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,1,helpful
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,2,thoughtful
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,3,honest
anthropic_opus_FA_N5_T14,anthropic,opus,claude-opus-4-7,A,5,14,clean,4,adaptable
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,0,helpful
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,1,curious
anthropic_haiku_FA_N3_T13,anthropic,haiku,claude-haiku-4-5,A,3,13,clean,2,direct
google_flash-lite_FA_N1_T06,google,flash-lite,gemini-3.1-flash-lite,A,1,6,clean,0,adaptable
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,0,helpful
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,1,curious
anthropic_haiku_FB_N3_T15,anthropic,haiku,claude-haiku-4-5,B,3,15,clean,2,analytical
openai_full_FB_N1_T04,openai,full,gpt-5.4-2026-03-05,B,1,4,clean,0,helpful
openai_full_FA_N1_T00,openai,full,gpt-5.4-2026-03-05,A,1,0,clean,0,helpful
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,0,helpful
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,1,knowledgeable
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,2,curious
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,3,honest
anthropic_sonnet_FB_N5_T06,anthropic,sonnet,claude-sonnet-4-6,B,5,6,wrapped,4,conversational
anthropic_sonnet_FB_N1_T03,anthropic,sonnet,claude-sonnet-4-6,B,1,3,clean,0,helpful
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,0,helpful
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,1,curious
openai_full_FB_N3_T19,openai,full,gpt-5.4-2026-03-05,B,3,19,clean,2,precise
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,0,ai assistant
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,1,conversational
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,2,helpful
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,3,accurate
openai_nano_FB_N5_T00,openai,nano,gpt-5.4-nano-2026-03-17,B,5,0,clean,4,secure
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,0,helpful
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,1,adaptable
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,2,conversational
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,3,analytical
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,4,creative
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,5,precise
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,6,reliable
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,7,fast
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,8,curious
openai_mini_FB_N10_T18,openai,mini,gpt-5.4-mini-2026-03-17,B,10,18,clean,9,safe
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,0,helpful
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,1,curious
anthropic_sonnet_FB_N3_T03,anthropic,sonnet,claude-sonnet-4-6,B,3,3,clean,2,responsive
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,0,helpful
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,1,analytical
openai_full_FB_N3_T04,openai,full,gpt-5.4-2026-03-05,B,3,4,clean,2,adaptable
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,0,helpful
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,1,curious
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,2,honest
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,3,thoughtful
anthropic_opus_FB_N5_T07,anthropic,opus,claude-opus-4-7,B,5,7,clean,4,concise
anthropic_opus_FA_N1_T19,anthropic,opus,claude-opus-4-7,A,1,19,clean,0,curious
openai_full_FB_N1_T02,openai,full,gpt-5.4-2026-03-05,B,1,2,clean,0,adaptive
anthropic_opus_FB_N1_T15,anthropic,opus,claude-opus-4-7,B,1,15,clean,0,curious
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,0,curious
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,1,helpful
anthropic_opus_FA_N3_T07,anthropic,opus,claude-opus-4-7,A,3,7,clean,2,direct
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,0,helpful
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,1,curious
openai_full_FB_N3_T10,openai,full,gpt-5.4-2026-03-05,B,3,10,clean,2,adaptable
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,0,helpful
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,1,adaptable
openai_mini_FB_N3_T00,openai,mini,gpt-5.4-mini-2026-03-17,B,3,0,clean,2,concise
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,0,helpful
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,1,curious
anthropic_haiku_FA_N3_T16,anthropic,haiku,claude-haiku-4-5,A,3,16,clean,2,straightforward
google_pro_FA_N1_T13,google,pro,gemini-3.1-pro-preview,A,1,13,clean,0,versatile
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,0,helpful
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,1,concise
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,2,curious
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,3,reliable
openai_mini_FA_N5_T07,openai,mini,gpt-5.4-mini-2026-03-17,A,5,7,clean,4,adaptable
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,0,helpful
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,1,concise
openai_nano_FA_N3_T03,openai,nano,gpt-5.4-nano-2026-03-17,A,3,3,clean,2,reliable
anthropic_opus_FA_N1_T12,anthropic,opus,claude-opus-4-7,A,1,12,clean,0,curious
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,0,ai assistant
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,1,helpful
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,2,conversational
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,3,precise
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,4,context-aware
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,5,multilingual
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,6,fast
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,7,reliable
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,8,adaptive
openai_nano_FA_N10_T11,openai,nano,gpt-5.4-nano-2026-03-17,A,10,11,clean,9,polite
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,0,helpful
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,1,concise
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,2,adaptable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,3,knowledgeable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,4,conversational
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,5,analytical
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,6,patient
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,7,reliable
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,8,creative
openai_mini_FA_N10_T01,openai,mini,gpt-5.4-mini-2026-03-17,A,10,1,clean,9,attentive
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,0,curious
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,1,helpful
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,2,honest
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,3,articulate
anthropic_sonnet_FA_N5_T12,anthropic,sonnet,claude-sonnet-4-6,A,5,12,clean,4,artificial
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,0,curious
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,1,helpful
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,2,honest
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,3,thoughtful
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,4,neutral
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,5,knowledgeable
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,6,patient
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,7,adaptive
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,8,precise
anthropic_sonnet_FA_N10_T09,anthropic,sonnet,claude-sonnet-4-6,A,10,9,clean,9,artificial
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,0,helpful
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,1,accurate
openai_nano_FA_N3_T01,openai,nano,gpt-5.4-nano-2026-03-17,A,3,1,clean,2,concise
anthropic_sonnet_FA_N1_T05,anthropic,sonnet,claude-sonnet-4-6,A,1,5,clean,0,helpful
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,0,helpful
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,1,analytical
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,2,adaptive
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,3,precise
openai_full_FB_N5_T19,openai,full,gpt-5.4-2026-03-05,B,5,19,clean,4,artificial
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,0,helpful
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,1,curious
anthropic_sonnet_FB_N3_T11,anthropic,sonnet,claude-sonnet-4-6,B,3,11,clean,2,adaptive
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,0,helpful
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,1,knowledgeable
anthropic_sonnet_FB_N3_T19,anthropic,sonnet,claude-sonnet-4-6,B,3,19,clean,2,artificial
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,0,helpful
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,1,accurate
openai_nano_FA_N3_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,3,13,clean,2,concise
anthropic_haiku_FB_N1_T08,anthropic,haiku,claude-haiku-4-5,B,1,8,clean,0,helpful
openai_mini_FA_N1_T05,openai,mini,gpt-5.4-mini-2026-03-17,A,1,5,clean,0,adaptive
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,0,helpful
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,1,analytical
openai_full_FB_N3_T15,openai,full,gpt-5.4-2026-03-05,B,3,15,clean,2,adaptable
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,0,curious
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,1,helpful
anthropic_opus_FA_N3_T03,anthropic,opus,claude-opus-4-7,A,3,3,clean,2,direct
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,0,helpful
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,1,curious
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,2,knowledgeable
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,3,neutral
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,4,conversational
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,5,analytical
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,6,creative
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,7,honest
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,8,adaptive
anthropic_sonnet_FB_N10_T03,anthropic,sonnet,claude-sonnet-4-6,B,10,3,wrapped,9,tireless
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,0,helpful
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,1,curious
anthropic_haiku_FB_N3_T14,anthropic,haiku,claude-haiku-4-5,B,3,14,clean,2,thoughtful
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,0,ai assistant
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,1,text-based
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,2,helpful
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,3,conversational
openai_nano_FB_N5_T11,openai,nano,gpt-5.4-nano-2026-03-17,B,5,11,clean,4,responsive
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,0,helpful
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,1,knowledgeable
google_flash_FA_N3_T01,google,flash,gemini-3-flash-preview,A,3,1,clean,2,versatile
anthropic_haiku_FB_N1_T00,anthropic,haiku,claude-haiku-4-5,B,1,0,clean,0,helpful
openai_full_FA_N3_T12,openai,full,gpt-5.4-2026-03-05,A,3,12,clean,0,helpful
openai_full_FA_N3_T12,openai,full,gpt-5.4-2026-03-05,A,3,12,clean,1,curious
openai_full_FA_N3_T12,openai,full,gpt-5.4-2026-03-05,A,3,12,clean,2,adaptable
openai_full_FB_N5_T02,openai,full,gpt-5.4-2026-03-05,B,5,2,clean,0,helpful
openai_full_FB_N5_T02,openai,full,gpt-5.4-2026-03-05,B,5,2,clean,1,analytical
openai_full_FB_N5_T02,openai,full,gpt-5.4-2026-03-05,B,5,2,clean,2,adaptive
openai_full_FB_N5_T02,openai,full,gpt-5.4-2026-03-05,B,5,2,clean,3,clear
openai_full_FB_N5_T02,openai,full,gpt-5.4-2026-03-05,B,5,2,clean,4,artificial
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,0,helpful
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,1,curious
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,2,concise
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,3,adaptable
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,4,analytical
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,5,friendly
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,6,patient
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,7,knowledgeable
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,8,creative
openai_full_FA_N10_T00,openai,full,gpt-5.4-2026-03-05,A,10,0,clean,9,reliable
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,0,helpful
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,1,curious
anthropic_sonnet_FB_N3_T01,anthropic,sonnet,claude-sonnet-4-6,B,3,1,clean,2,adaptive
openai_nano_FA_N1_T13,openai,nano,gpt-5.4-nano-2026-03-17,A,1,13,clean,0,curious
anthropic_haiku_FB_N5_T03,anthropic,haiku,claude-haiku-4-5,B,5,3,clean,0,helpful
anthropic_haiku_FB_N5_T03,anthropic,haiku,claude-haiku-4-5,B,5,3,clean,1,curious
anthropic_haiku_FB_N5_T03,anthropic,haiku,claude-haiku-4-5,B,5,3,clean,2,analytical
anthropic_haiku_FB_N5_T03,anthropic,haiku,claude-haiku-4-5,B,5,3,clean,3,honest
anthropic_haiku_FB_N5_T03,anthropic,haiku,claude-haiku-4-5,B,5,3,clean,4,conversational
openai_nano_FA_N1_T05,openai,nano,gpt-5.4-nano-2026-03-17,A,1,5,clean,0,insightful
anthropic_sonnet_FB_N1_T10,anthropic,sonnet,claude-sonnet-4-6,B,1,10,clean,0,helpful
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,0,helpful
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,1,curious
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,2,concise
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,3,adaptive
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,4,knowledgeable
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,5,patient
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,6,creative
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,7,analytical
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,8,reliable
openai_full_FA_N10_T16,openai,full,gpt-5.4-2026-03-05,A,10,16,clean,9,respectful
anthropic_opus_FB_N5_T08,anthropic,opus,claude-opus-4-7,B,5,8,clean,0,helpful
anthropic_opus_FB_N5_T08,anthropic,opus,claude-opus-4-7,B,5,8,clean,1,curious
anthropic_opus_FB_N5_T08,anthropic,opus,claude-opus-4-7,B,5,8,clean,2,honest
anthropic_opus_FB_N5_T08,anthropic,opus,claude-opus-4-7,B,5,8,clean,3,thoughtful
anthropic_opus_FB_N5_T08,anthropic,opus,claude-opus-4-7,B,5,8,clean,4,conversational
openai_full_FA_N3_T07,openai,full,gpt-5.4-2026-03-05,A,3,7,clean,0,helpful
openai_full_FA_N3_T07,openai,full,gpt-5.4-2026-03-05,A,3,7,clean,1,curious
openai_full_FA_N3_T07,openai,full,gpt-5.4-2026-03-05,A,3,7,clean,2,reliable
anthropic_sonnet_FB_N1_T06,anthropic,sonnet,claude-sonnet-4-6,B,1,6,clean,0,helpful
anthropic_haiku_FB_N10_T12,anthropic,haiku,claude-haiku-4-5,B,10,12,clean,0,intelligent
anthropic_haiku_FB_N10_T12,anthropic,haiku,claude-haiku-4-5,B,10,12,clean,1,helpful
anthropic_haiku_FB_N10_T12,anthropic,haiku,claude-haiku-4-5,B,10,12,clean,2,conversational
